,х1,х2,х3,х4,х5,х6,х7,х8,х9,х10,х11,х12,х13,х14,х15,х16,х17,Y
807,1,"59,46338272","0,4",0,0,0,0,"47,25","44,25",108,0,0,0,"23,3","3,5","3,85","118,8","19,5"
808,2,"72,35591888","0,2",0,0,0,0,"45,75","44,25",81,0,0,0,"22,58","2,76","3,76","118,8",22
809,1,"46,02327347","0,3","2,5","-4,5",85,"0,6","40,75","35,75",1,3,"-5,75",85,"23,89","2,72","4,64","119,2",28
810,1,"48,28747559","0,03",-7,0,0,"0,9","43,75",43,81,"-6,75","-0,75",173,"27,1","3,73","3,99","118,5",11
811,2,"58,69952011","0,3",1,0,0,"0,5","42,5","41,75",91,"1,25","-0,25",1,"24,57","3,6","3,77","118,4","19,5"
812,1,"75,54551697","0,4","0,5",0,0,"0,8","44,5",44,66,"0,75","-0,5",55,"23,38","2,71","4,74","118,5","20,5"
813,1,"63,31006241","0,03",-6,-1,5,"0,2",44,43,79,-6,-1,5,"24,74","3,26","3,83","118,5","17,5"
814,2,"83,18412018","0,3",0,"-1,5",105,"0,4","47,75","46,5",26,"0,75","-1,75",105,"21,76","2,5","4,91","118,8",24
815,2,"70,60916901","0,05","3,5","-1,5",90,"0,5",45,43,171,"3,75","-1,5",89,"22,14","3,05","4,5","118,5",25
816,2,"69,34702301","0,3",2,-1,65,"0,8","43,5",43,179,"2,25","-1,25",65,"23,53","3,14","4,67","118,5",21
817,1,"80,77207184","0,5",-1,"-1,5",80,"0,6","43,75","43,75",180,-1,"-1,5",81,"24,14","3,27","4,63","118,8",19
818,1,"73,14168549","0,4","2,5",0,0,1,"43,75","43,25",99,"3,25","-0,25",40,"22,05","2,57","4,4","118,5",25
819,2,"82,05612946","0,2","2,5",0,0,"0,3","43,75","43,5",128,0,"-0,5",79,"21,9","2,35","3,28","118,8","25,5"
820,2,"63,59206009","0,1","2,25",0,0,"0,9","45,25","44,25",74,"2,75",0,0,"22,02","2,58","4,49","118,5","24,5"
821,2,"76,22724152","0,05",-5,0,0,"0,2","44,75","44,5",80,"-4,75",0,0,"23,21","3,37","4,41","118,6",20
822,2,"68,68172455","0,6",2,-1,170,"0,9",45,"44,25",90,"2,25",-1,168,"23,27","3,26","4,5","118,8","20,5"
823,2,"84,1971283","0,3",0,"-1,5",70,0,"40,75",40,159,"0,5","-1,5",98,"24,76","2,88","5,12","118,8","21,5"
824,2,"79,08008575","0,2","-2,5",-1,65,"0,4","44,25","43,25",171,"-2,25",-1,65,"23,33","2,82","4,56","118,5",21
825,2,"70,60916901","0,05","-0,5",-2,80,0,"44,75","44,25",96,"0,25","-2,5",79,"22,92","3,56","3,96","118,8","21,5"
826,2,"63,16221619","0,2","1,5","-0,5",110,"0,4","43,5","43,25",128,"3,75","-0,5",115,"23,9","3,25","4,33",119,"20,5"
827,2,"67,92060089","0,03","-5,5",-3,90,"0,4","43,25","42,25",13,"-5,25","-3,25",92,"23,05","2,82","4,73","118,4",22
828,2,"67,87953186","0,16",2,"-0,75",175,"0,8",45,"43,75",88,"2,25","-0,75",176,"23,18","3,59","3,59","118,8",21
829,2,"67,5920639","0,2","2,75",0,0,1,43,"42,5",73,"3,25",0,0,"23,62","3,05","4,89","118,5",22
830,1,"56,04380417","0,2",3,"-4,5",10,"0,4","43,75","40,25",99,"3,25","-4,5",10,"23,47","3,27","4,39","119,2","23,5"
831,2,"53,21560669","0,03","-4,5",0,0,"0,06","41,25","40,75",73,"-2,25","-0,5",85,"24,96","3,27","4,36","118,8",20
832,2,"94,30253601","0,1",-3,"-1,5",55,"0,3","43,75","42,75",178,"-2,75","-1,75",55,"24,3","3,56","4,13","118,5","18,5"
833,2,"66,09992981","0,3","1,25","-0,5",15,"0,8",45,44,90,"1,5","-0,5",13,"22,77","2,67","4,7","118,8","22,5"
834,2,"50,71047211","0,02","-9,5",0,0,"0,3","35,75","35,5",8,-10,"-2,25",64,"28,2","3,1","4,65","118,8",21
835,2,"70,15742493","0,1","4,5",-1,90,"0,8","42,25","41,5",168,5,"-1,5",89,"22,48","2,58","5,13","118,5","26,5"
836,1,"73,90554047","0,1",-1,-1,45,"0,5","44,75",44,111,-1,-1,47,"23,31","3,12","4,56","118,5","20,5"
837,1,"80,24640656","0,1","-2,5","-0,75",105,"0,3","45,5","44,75",179,"-2,5","-0,75",108,"23,85","3,4","5,02","118,5",18
838,1,"67,37303162","0,03",-4,"-0,5",85,"0,4","43,5","43,5",180,"-3,75","-0,75",83,"23,88","3,19","4,27","118,6",20
839,1,"56,56399536","0,2",6,"-2,5",0,"0,7","43,5",41,86,"6,25","-2,75",178,"22,39","3,66","3,88","119,2","26,5"
840,1,"80,9965744","0,3",2,-1,100,"0,4","42,25","42,25",180,"2,5","-1,75",103,"24,05","3,7","3,9","118,5",21
841,1,"59,72347641","0,4","-1,25",-1,110,"0,5",45,"44,5",149,"-1,25",-1,110,"23,45","2,96","4,7",119,20
842,2,"68,54483032","0,2",2,0,0,"0,9","43,25","42,5",89,"2,5","-0,25",56,"23,77","3,52","3,89","118,5",21
843,2,"73,82888794","0,2",-1,"-1,5",75,"0,3","46,25","45,5",171,"-0,75","-1,75",75,"23,92","3,22","4,47","118,5","16,5"
844,2,"62,65297699","0,1","-1,5",-3,80,"0,5",45,"43,5",164,"-1,5",-3,79,"25,07","3,41","4,48","119,2","17,5"
845,2,"60,56399536","0,05",-5,0,0,1,"44,5","44,25",90,"-4,75",0,0,"24,51","2,82","4,78","118,5","16,5"
846,1,"58,66666794","0,1","-2,5",-1,170,"0,5","42,75",42,76,"-2,5","-1,25",169,"24,16","3,21","4,02","118,8",20
847,2,"42,88295746","0,05","-5,75","-0,75",140,"0,7","45,75","44,5",67,"-5,75",-1,138,"25,08","3,81","4,14","119,1",15
848,2,"62,5626297","0,16","-1,25",-1,20,"0,5",44,"42,5",90,"-1,25","-1,25",21,"24,4","3,24","4,65","118,5",20
849,2,"81,01300812","0,16","-0,5",-3,95,"0,25","47,25","44,75",11,"-0,25","-3,75",93,"22,03","2,59","5,1","119,2",24
850,2,"70,34907532","0,2","-0,5","-0,5",170,"0,8","45,75","45,25",39,"-0,25","-0,75",172,"22,03","2,91","4,78","118,8","23,5"
851,1,"72,55030823","0,1","-2,5",-1,105,"0,2",47,"45,5",8,"-2,25","-1,25",106,"22,02","2,61","4,78",119,23
852,2,"87,0499649","0,1",0,0,0,0,"44,75","43,5",163,"1,75","-1,5",72,"23,71","3,34","4,88","118,5","18,5"
853,1,"69,35797119","0,4",1,0,0,"0,6",45,"44,5",26,0,0,0,"22,82","3,38","3,94","118,5",21
854,2,"69,17453766","0,6",1,"-0,75",70,"0,9","46,5","46,5",90,2,"-1,25",58,"22,09","2,82","5,13","118,8","21,5"
855,2,"74,50239563","0,5","0,5",-1,90,"0,6","44,25",44,134,"0,5","-1,25",91,"24,32","3,28","4,53","118,6","17,5"
856,1,"71,92333984","0,02",0,0,0,0,"44,75","44,5",43,"1,5","-1,25",90,"23,4","3,3","4,07","118,5",20
857,1,"64,08760834","0,16",-9,-1,152,"0,5","44,5",44,76,"-8,75",-1,152,"26,65","3,76","4,71","118,5","12,5"
858,2,"82,36003113","0,05","-2,5","-2,5",105,"0,3","46,25",44,15,-2,"-2,75",104,"25,1","2,97","4,98","118,5",15
859,2,"79,8576355","0,3","-0,5",0,0,"0,4",44,"43,75",146,"-0,25","-0,75",129,"23,11","2,79","5,06","118,5","21,5"
860,1,"55,78097153","0,1","2,5",0,0,1,"40,5","40,5",180,"2,75","-0,5",80,"23,7","3,19","4,53","118,5",24
861,2,"75,38671875","0,2",5,-1,100,"0,8","43,75","43,25",28,"5,5","-1,25",98,"21,56","2,64","4,85","118,5",28
862,1,"54,7214241","0,16","3,75",0,0,"0,7","45,25","44,25",172,0,"-1,25",77,"22,68","3,61","4,13","118,8","24,5"
863,2,"72,27378845","0,1",-3,-1,60,"0,4","42,25",42,119,"-2,75","-1,5",61,"23,59","2,5","4,8","118,8",22
864,2,"56,53114319","0,2","1,5",-2,95,"0,5","43,5","41,75",17,"1,75","-2,5",97,"24,17","2,94","4,74","119,1",21
865,2,"80,78302765","0,05","-2,5",0,0,"0,2","45,5","45,25",88,"-2,5",0,0,"22,27","2,26","5,3","118,8","22,5"
866,2,"71,40041351","0,05","-3,5","-2,5",135,"0,4","43,75","42,5",61,"-3,5","-2,25",137,"25,8","3,35","4,52","118,5","14,5"
867,1,"68,42163086","0,1","-3,5",0,0,"0,2","42,25",42,29,"-3,5","-0,5",38,"23,98","3,1","4,15","118,8","20,5"
868,2,"51,14031601","0,05","-0,5",-5,150,"0,4",44,"40,25",69,"-0,25","-5,25",151,"25,04","3,05","3,83","119,2",18
869,1,"70,631073","0,1",2,0,0,"0,4","42,75","42,5",90,2,"-0,25",138,"23,99","3,68","4,22","118,5","20,5"
870,1,"53,68104172","0,2","1,5","-2,5",90,"0,5","47,25","44,25",171,"2,25","-3,5",92,"23,36","3,12","4,04","119,2",19
871,2,"61,38809204","0,3",-2,-1,90,"0,5","42,75",42,143,-2,"-3,5",93,"24,24","3,46","4,72","118,8",20
872,1,"53,53593445","0,2","3,5","-0,75",107,1,"43,75","43,5",81,"3,5","-0,75",107,"23,26","3,58","3,82","119,1",22
873,2,"54,84188843","0,03",8,"-2,75",15,"0,4",46,"42,75",105,"8,25","-2,75",18,"21,07","3,5","3,74","119,2",31
874,2,"80,44900513","0,16","1,5","-0,75",100,"0,3",45,44,6,"1,75","-1,25",100,"23,58","3,11","4,91","118,8","19,5"
875,2,"68,22450256","0,01",0,0,0,0,44,"43,25",121,"2,5",-2,61,"23,45","3,26","4,03","118,6","20,5"
876,2,"69,69473267","0,4",0,0,0,0,"41,25","40,75",63,2,"-0,5",18,"24,11","2,76","4,95","118,5",22
877,2,"63,57289505","0,5","0,75","-0,5",75,"0,7","42,25","41,75",89,1,"-0,5",77,"23,64","2,96","4,08","118,5","22,5"
878,2,"72,95824432","0,04","-5,5",0,0,"0,2","41,5",41,44,"-5,25","-0,75",94,"24,34","3,34","4,35","118,8",21
879,1,"68,88980103","0,02",-5,-2,70,"0,05","44,5","43,5",112,"-5,25","-2,25",69,"25,41","2,96","4,55","118,8",17
880,2,"63,35660553","0,5",1,"-0,75",90,"0,9",46,"45,5",118,"1,5",-1,81,"22,86","3,24","4,21","118,5","20,5"
881,2,"63,28541946","0,03","-3,5",-1,90,"0,1","43,5","43,5",180,-3,-1,70,"24,17","3,25","4,18","118,5",19
882,1,"63,44969177","0,03","-7,5","-0,5",150,"0,5","44,25","43,75",76,"-7,75","-0,5",111,"26,34","3,46","4,66","118,5","12,5"
883,1,"57,87542725","0,2","4,5","-0,75",135,1,"43,5",43,63,"4,75","-0,75",133,"22,12","2,81","4,25","118,8",26
884,1,"53,44284821","0,3",-1,-2,85,"0,7","45,25","43,75",161,"-0,25","-2,5",84,"23,8","3,36","3,97","118,5","18,5"
885,1,"70,09719086","0,05",-8,0,0,"0,2","43,5",43,93,"-8,25","-0,5",72,"24,05","3,27","4,75","118,5",20
886,2,"74,28063202","0,2",0,-1,80,"0,3","42,5","42,5",90,0,-1,79,"24,06","3,12","3,95","118,5",20
887,2,"79,43600464","0,05","4,5","-1,5",70,"0,8","45,75","44,75",144,"5,5","-1,75",72,"21,48","2,74","4,5","118,5","26,5"
888,2,"64,04380798","0,05",-3,0,0,"0,2","42,75","42,25",84,-3,"-0,75",76,"23,03","2,57","5,06","118,5","23,5"
889,2,"71,66324615","0,2",0,-2,60,"0,5","46,25",45,146,"0,25",-2,62,"24,03","3,18","4,06","118,5",17
890,1,"62,87474442","0,6","-1,25",0,0,"0,9",44,"42,5",74,"-1,5","-0,25",131,"24,26","3,51","4,28","118,5",19
891,1,"71,03353882","0,05","-1,5",0,0,"0,1","43,75","43,5",6,"-1,5","-0,5",67,"22,63","2,75","4,52","118,5",23
892,2,"65,85626221","0,5","1,5",-1,80,"0,8",43,"42,5",30,"1,75","-1,25",78,"23,01","2,71","4,73","118,6",23
893,1,"62,85557938","0,03",-2,0,0,"0,1","44,75","44,5",82,"0,5","-0,5",86,"24,76","3,87","3,23","118,8",17
894,1,"69,28952789","0,1",2,-1,50,"0,7","42,5","41,25",114,"2,25",-1,52,"23,95","3,5","4,41","118,5","20,5"
895,2,"74,2231369","0,01",0,0,0,0,"44,75","44,25",41,"-3,25","-1,25",123,"23,37","3,19","4,49","118,5","20,5"
896,2,"80,97193909","0,3",0,0,0,0,"46,5","45,75",70,"-5,5","-0,5",14,"22,85","3,03","4,66","118,5","19,5"
897,2,"73,15263367","0,1","-1,5",0,0,"0,2","43,75","43,25",42,0,0,0,"21,94","2,34","4,41","118,6",26
898,1,"74,30800629","0,1","-1,75","-0,5",75,"0,8","44,5",44,55,"-1,5","-0,5",75,"22,76","2,43","4,91",119,23
899,2,"74,51334381","0,16","2,5","-0,5",145,"0,7","46,75","45,5",80,"2,75",-1,150,"21,83","2,72","4,27","118,5","23,5"
900,1,"80,87885284","0,2","-2,25","-0,5",65,"0,6",45,44,100,"-2,25","-0,5",67,"23,59","2,8","4,92","118,5","20,5"
901,1,"65,1991806","0,02","-4,5","-0,5",90,"0,1","43,75",43,2,"-4,5","-0,5",82,"24,27","3,75","4,33","118,8",19
902,2,"71,37303162","0,7",1,"-0,5",105,"0,8","44,75","44,25",29,1,-1,105,"23,15","2,88","4,37","118,5","20,5"
903,1,"71,06092072","0,5",0,-1,125,"0,9","44,5","43,25",30,"0,25",-1,125,"23,94","3,03","4,92","118,5",19
904,1,"82,94319153","0,3",0,"1,5",7,"0,6","45,5","45,5",180,"1,75","-1,75",97,"22,88","2,99","5,25","118,5","20,5"
905,2,"39,77001953","0,03",-11,"-2,5",25,"0,2","44,5","42,5",111,-11,"-2,75",25,"28,8","3,55","4,17","118,5","6,5"
906,2,"60,63244247","0,5",0,0,0,0,"45,75","44,25",99,"3,5","-3,25",19,"22,62","3,46","4,49","118,8",22
907,2,"70,27789307","0,2","1,25",-1,60,"0,3","42,75","42,5",136,"1,5",-1,60,"23,93","3,7","4,54",119,21
908,1,"59,39767456","0,05","-1,5","-1,25",10,"0,2",45,"43,75",98,1,"-1,75",3,"24,02","3,92","4,02",119,"19,5"
909,1,"73,46201324","0,4","0,5",0,0,0,"42,5","41,5",10,"-1,75",-2,69,"24,05","2,77","4,62","118,5",21
910,2,"70,51061249","0,2","2,5","-0,5",175,"0,7","43,5","42,25",94,"2,5","-0,5",177,"22,94",3,"4,02","118,5",24
911,2,"55,48254776","0,05",-4,"-1,5",95,"0,3",46,45,171,"-4,5","-2,25",88,"25,48","4,12","3,92","118,5",13
912,2,"71,51266479","0,16",-2,-1,81,"0,5",45,"44,25",74,"-1,75",-1,81,"22,59","2,63","4,82","118,5",22
913,2,"59,29089737","0,05",-2,"-2,5",125,"0,4","42,25","41,5",47,"-1,75","-3,25",123,"23,64","3,22","4,37","118,5",22
914,1,"72,27651978","0,5",0,"-0,5",115,"0,7","44,75",44,28,"-0,25","-0,5",131,"22,7","2,87","4,89","118,5","22,5"
915,2,"66,39835358","0,2",0,0,0,0,47,"45,75",93,0,0,0,"21,99","2,98",0,"118,8","22,5"
